Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,full_text,sentiment_score,age_bracket
12943,872,58,Classy cowlneck,"I saw this in the store and loved the feel of the fabric but did not want to pay full price. i was very happy when it went on sale. the top clings nicely without feeling tight. i got sp (5'5, 125)as i worried the neckline would slip off. fits perfectly. fabric has a very slight sheen. i just hope it holds up to washing and caution is needed as you may create pulls with jewelry if careless.",5,1,1,General Petite,Tops,Knits,"Classy cowlneck. I saw this in the store and loved the feel of the fabric but did not want to pay full price. i was very happy when it went on sale. the top clings nicely without feeling tight. i got sp (5'5, 125)as i worried the neckline would slip off. fits perfectly. fabric has a very slight sheen. i just hope it holds up to washing and caution is needed as you may create pulls with jewelry if careless.",0.9995697140693665,55+
8043,936,46,,"I tried this sweater on in the store, regretted not purchasing it, and ended up buying it online. the fabric is soft, seems to be good quality, and hangs nicely. i purchased the taupe color and it is a rich, pretty color.",5,1,0,General,Tops,Sweaters,". I tried this sweater on in the store, regretted not purchasing it, and ended up buying it online. the fabric is soft, seems to be good quality, and hangs nicely. i purchased the taupe color and it is a rich, pretty color.",0.9998643398284912,45-54
8705,1116,60,Must have statement piece,The quality of this jacket is outstanding. color combination is very chic and sophisticated. jacket is warm but not bulky.,5,1,3,General,Jackets,Outerwear,Must have statement piece. The quality of this jacket is outstanding. color combination is very chic and sophisticated. jacket is warm but not bulky.,0.9998600482940674,55+
19740,877,33,Short and wide,"I was very disappointed by the fit of this top. it is quite short (especially in the back) and very wide. i did not find it flattering. on a positive note, the fabric is nice and thick - very warm layering piece for fall. for sizing reference, i'm 5'5'', 122 lbs, and took my usual size xs.",2,0,0,General,Tops,Knits,"Short and wide. I was very disappointed by the fit of this top. it is quite short (especially in the back) and very wide. i did not find it flattering. on a positive note, the fabric is nice and thick - very warm layering piece for fall. for sizing reference, i'm 5'5'', 122 lbs, and took my usual size xs.",0.9937666654586792,25-34
3715,1059,39,Nice and soft,"Kind of silky, but to a point where they almost look like pj pants. i am not sure if i will keep, but overall nice feel. i tried on a xxs p as it was a return, xs sold out, so went with it, stretchy enough to fit me... (115 lbs)",5,1,2,General,Bottoms,Pants,"Nice and soft. Kind of silky, but to a point where they almost look like pj pants. i am not sure if i will keep, but overall nice feel. i tried on a xxs p as it was a return, xs sold out, so went with it, stretchy enough to fit me... (115 lbs)",0.997765302658081,35-44
16959,984,48,The perfect layer!,I love this jacket! it is super soft and a gorgeous color. i can wear it with jeans and a tee or dress it up and wear it to work. so versatile! a must have for the fall season!,5,1,0,General,Jackets,Jackets,The perfect layer!. I love this jacket! it is super soft and a gorgeous color. i can wear it with jeans and a tee or dress it up and wear it to work. so versatile! a must have for the fall season!,0.9998602867126465,45-54
8996,61,39,,"At 5'4"" and 140 lbs, this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",4,1,0,Initmates,Intimate,Layering,". At 5'4"" and 140 lbs, this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",-0.5157407522201538,35-44
17037,927,50,,"I loved this sweater! it is a little thin, so i will probably wear a tank under it, but you could probably get away without one, i am normally either an xs or a small, and i got the xs in this sweater. the bottom is a little loose like in the models photo, but i really like it.",5,1,1,General,Tops,Sweaters,". I loved this sweater! it is a little thin, so i will probably wear a tank under it, but you could probably get away without one, i am normally either an xs or a small, and i got the xs in this sweater. the bottom is a little loose like in the models photo, but i really like it.",0.9972749352455139,45-54
11949,829,43,Darling top!,I love this top and bought my usual xs. i don't have any issues with the buttons gaping but am 34b so i'm not a busty girl. i got the adorable umbrella print and living in a rain forest in southeast alaska it could not be cuter.,5,1,1,General,Tops,Blouses,Darling top!. I love this top and bought my usual xs. i don't have any issues with the buttons gaping but am 34b so i'm not a busty girl. i got the adorable umbrella print and living in a rain forest in southeast alaska it could not be cuter.,0.9476964473724365,35-44
15803,986,46,Simply beautiful,"This is a really beautiful kimono. soft and flattering. as well as eye catching.
can be dressed up or down.
absolutely recommend",5,1,0,General,Jackets,Jackets,"Simply beautiful. This is a really beautiful kimono. soft and flattering. as well as eye catching.
can be dressed up or down.
absolutely recommend",0.9998810291290283,45-54
13512,1053,27,Effortless jumpsuit,"This jumpsuit is great! i finally found a jumpsuit that works with my longer torso. the fabric is so comfortable and moves with you. i'm planning to pair a thick belt with the jumpsuit over the portion with the tie, just for some added detail while wearing the piece. it's quite easy to get in and out of.",5,1,1,General Petite,Bottoms,Pants,"Effortless jumpsuit. This jumpsuit is great! i finally found a jumpsuit that works with my longer torso. the fabric is so comfortable and moves with you. i'm planning to pair a thick belt with the jumpsuit over the portion with the tie, just for some added detail while wearing the piece. it's quite easy to get in and out of.",0.999824583530426,25-34
20133,1059,30,"Pretty, but extremely thin","This item is pretty, the print on the fabric is nice and reminiscent of embroidery, but only the top portion has a few embroidered accents. my issue with it is it's very impractical. the fabric is extremely thin, and you wouldn't want to wear it in any weather below 75 degrees. it's ridiculous to advertise this product for a fall/winter season. the tube top underneath doesn't work very hard to stay up, and isn't a very practical way to hold up the jumpsuit (why wouldnt they just stitch a lining",2,0,0,General Petite,Bottoms,Pants,"Pretty, but extremely thin. This item is pretty, the print on the fabric is nice and reminiscent of embroidery, but only the top portion has a few embroidered accents. my issue with it is it's very impractical. the fabric is extremely thin, and you wouldn't want to wear it in any weather below 75 degrees. it's ridiculous to advertise this product for a fall/winter season. the tube top underneath doesn't work very hard to stay up, and isn't a very practical way to hold up the jumpsuit (why wouldnt they just stitch a lining",-0.9985645413398743,25-34
1228,850,62,Bought in 2 patterns!,"This shirt is easy, breezy, comfy, and stylish - everything i want as a busy mom. all the patterns are beautiful it i went with the blue motif as well as the floral print because they felt fun and easy to wear with jeans or white pants. this definitely fit a full size large for me. i tried my usual s plus xs thinking the shoulders might be too tight, but the xs was perfect. happy to have this beauty in the rotation!",5,1,1,General Petite,Tops,Blouses,"Bought in 2 patterns!. This shirt is easy, breezy, comfy, and stylish - everything i want as a busy mom. all the patterns are beautiful it i went with the blue motif as well as the floral print because they felt fun and easy to wear with jeans or white pants. this definitely fit a full size large for me. i tried my usual s plus xs thinking the shoulders might be too tight, but the xs was perfect. happy to have this beauty in the rotation!",0.9998359680175781,55+
14616,966,38,Perfect transitional 3rd piece,"I love this little vest! such an easy outfit completer. just throw it on over jeans and a tank or long sleeves and voila...effortlessly chic! the colors pop and it's the perfect length. if you're on the fence with this one, definitely give it a try. you won't be disappointed!",5,1,0,General,Jackets,Jackets,"Perfect transitional 3rd piece. I love this little vest! such an easy outfit completer. just throw it on over jeans and a tank or long sleeves and voila...effortlessly chic! the colors pop and it's the perfect length. if you're on the fence with this one, definitely give it a try. you won't be disappointed!",0.9997488856315613,35-44
21735,1052,73,,"I've never owned a romper before but after trying it on at the store, i fell in love! i'm pear-shaped 5""4 at 185#. i got a med and it fits beautifully with just enough room to not be baggy. i got the red mitif. super flattering.",5,1,2,General,Bottoms,Pants,". I've never owned a romper before but after trying it on at the store, i fell in love! i'm pear-shaped 5""4 at 185#. i got a med and it fits beautifully with just enough room to not be baggy. i got the red mitif. super flattering.",0.9992274045944214,55+
20871,1094,54,Great dress,"The photos on the website do not do the dress justice. i am into texture, pattern and contrasting fabrics, this dress is gorgeous in person; not only has pattern, but the pattern is woven, so there is this wonderful texture as well that i had to try. some of the reviews said the dress runs large, others that this is a bodycon dress. i ordered a size 8 and my usual 10. both were figure hugging but the size 10 allowed this to be office wear while still being flattering. i am fairly straight, small",5,1,2,General Petite,Dresses,Dresses,"Great dress. The photos on the website do not do the dress justice. i am into texture, pattern and contrasting fabrics, this dress is gorgeous in person; not only has pattern, but the pattern is woven, so there is this wonderful texture as well that i had to try. some of the reviews said the dress runs large, others that this is a bodycon dress. i ordered a size 8 and my usual 10. both were figure hugging but the size 10 allowed this to be office wear while still being flattering. i am fairly straight, small",0.9990381002426147,45-54
2429,872,61,Classy t-shirt,I absolutely love this top. it has a very classy look and can be used casual or dressy. i get lots of compliments.,5,1,1,General,Tops,Knits,Classy t-shirt. I absolutely love this top. it has a very classy look and can be used casual or dressy. i get lots of compliments.,0.9998384714126587,55+
4918,826,50,Beautiful top!,This top looks even better in person! the green is a little brighter than the photo. this beautiful blouse is silk with a sold underlining. it is very full and has great flow and movement. super trendy with the open shoulders and a nice long sleeve for fall. it's really beautiful and perfect for any festive occasion!!,5,1,7,General Petite,Tops,Blouses,Beautiful top!. This top looks even better in person! the green is a little brighter than the photo. this beautiful blouse is silk with a sold underlining. it is very full and has great flow and movement. super trendy with the open shoulders and a nice long sleeve for fall. it's really beautiful and perfect for any festive occasion!!,0.999839186668396,45-54
2201,872,36,Love this top,"I love this top, it's long enough to to wear with leggings and the ribbon in the back really dresses it up. the only negative is that the material pulls easy and only on the space dye color, not the solids but i still love it! for reference i ordered xs and it fits perfectly i am 5'2 125lbs",5,1,1,General,Tops,Knits,"Love this top. I love this top, it's long enough to to wear with leggings and the ribbon in the back really dresses it up. the only negative is that the material pulls easy and only on the space dye color, not the solids but i still love it! for reference i ordered xs and it fits perfectly i am 5'2 125lbs",0.9998024106025696,35-44
17914,933,39,Love!,"Bought this cardigan on a whim as a birthday treat pre myself! love it! i get a compliment everyone i wear it! the quality is great, fits great (with a roomy feel).",5,1,0,General Petite,Tops,Sweaters,"Love!. Bought this cardigan on a whim as a birthday treat pre myself! love it! i get a compliment everyone i wear it! the quality is great, fits great (with a roomy feel).",0.9998786449432373,35-44
5377,1059,26,Stretches out majorly,"Loved these in store when i tried them on but was in between sizes so i ordered them in the larger size. boy do i regret that! these stretch out so much i have to wear a belt with them and it gives me this saggy bunchy front when i sit...not attractive. wish i could return them, but i took the tag off and wore them not knowing this before hand!! if in between sizes definitely size down.",2,0,0,General,Bottoms,Pants,"Stretches out majorly. Loved these in store when i tried them on but was in between sizes so i ordered them in the larger size. boy do i regret that! these stretch out so much i have to wear a belt with them and it gives me this saggy bunchy front when i sit...not attractive. wish i could return them, but i took the tag off and wore them not knowing this before hand!! if in between sizes definitely size down.",-0.9990159273147583,25-34
615,985,65,Perfect fall jacket,This jacket is well-made and smart looking. it gave me just the boost i needed today at a difficult meeting. thank you retailer!,5,1,0,General,Jackets,Jackets,Perfect fall jacket. This jacket is well-made and smart looking. it gave me just the boost i needed today at a difficult meeting. thank you retailer!,0.9998779296875,55+
21757,1110,47,Very flattering,This is my new favorite dress. it's a lovely fall mustard shade. the design really accentuates the waistline. i would buy the other colors in a heartbeat. on my petite frame the dress hits just above my knees.,5,1,0,General Petite,Dresses,Dresses,Very flattering. This is my new favorite dress. it's a lovely fall mustard shade. the design really accentuates the waistline. i would buy the other colors in a heartbeat. on my petite frame the dress hits just above my knees.,0.9995311498641968,45-54
11434,868,52,Cute and striped,I really like the style and cute stripes and i love the versatility of the design of this shirt. fits true to size and hides my stomach just in the right places,5,1,0,General Petite,Tops,Knits,Cute and striped. I really like the style and cute stripes and i love the versatility of the design of this shirt. fits true to size and hides my stomach just in the right places,0.999796450138092,45-54
9182,1104,54,,"Lovely dress ,comfortable fabric and great cut .
the combination of the alignment of stripes works beautifully and is very figure flattering.
versatile to keep casual or dress up with a great pair of shoes.",5,1,6,General,Dresses,Dresses,". Lovely dress ,comfortable fabric and great cut .
the combination of the alignment of stripes works beautifully and is very figure flattering.
versatile to keep casual or dress up with a great pair of shoes.",0.999868631362915,45-54
21876,1104,39,Terrible,"I rarely write a really negative review and retailer is my favorite store ever. but this dress is awful. i ordered the black and white. the fabric is very poor quality. the colors are washed out. i almost didn't try it on, but i did and found that, for me, the fit was terrible (though some of the reviewer pictures are cute).",1,0,0,General Petite,Dresses,Dresses,"Terrible. I rarely write a really negative review and retailer is my favorite store ever. but this dress is awful. i ordered the black and white. the fabric is very poor quality. the colors are washed out. i almost didn't try it on, but i did and found that, for me, the fit was terrible (though some of the reviewer pictures are cute).",-0.9995759129524231,35-44
11581,824,39,"Nice colors, warm, but a bit boxy","So i recommend wearing with something more fitted, or with a flare (jeans), or tucked in like the picture. i love the detail of hte polka dot on the sleeves and collar (inside), so if you leave the collar open or roll the sleeves up a bit, you see hte contrast.
it is a bit short, and i am petite, i ended up with regular size anyway otherwise, it may have been too short.

colors are nice, and i love the material, it is very soft and hoepfulyl warm (my orffice is freezing). should ahve grabbed it",5,1,1,General Petite,Tops,Blouses,"Nice colors, warm, but a bit boxy. So i recommend wearing with something more fitted, or with a flare (jeans), or tucked in like the picture. i love the detail of hte polka dot on the sleeves and collar (inside), so if you leave the collar open or roll the sleeves up a bit, you see hte contrast.
it is a bit short, and i am petite, i ended up with regular size anyway otherwise, it may have been too short.

colors are nice, and i love the material, it is very soft and hoepfulyl warm (my orffice is freezing). should ahve grabbed it",0.9991051554679871,35-44
15551,482,65,Comfortable,"This dress is extremely comfortable. the dress is slightly loose under the armpits, but the other than that the overall fit is great. can be dressed up or down!",5,1,3,Initmates,Intimate,Lounge,"Comfortable. This dress is extremely comfortable. the dress is slightly loose under the armpits, but the other than that the overall fit is great. can be dressed up or down!",0.9993102550506592,55+
22622,455,26,Zipper?,Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,3,0,3,Initmates,Intimate,Lounge,Zipper?. Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,-0.9995697140693665,25-34
17536,1008,48,Wanted to love this skirt for the holidays...,"I am a size 2 and the skirt fit however it is so thick and voluminous, it looked like a pirate sack. it's unfortunately going back.",1,0,6,General Petite,Bottoms,Skirts,"Wanted to love this skirt for the holidays.... I am a size 2 and the skirt fit however it is so thick and voluminous, it looked like a pirate sack. it's unfortunately going back.",-0.9974024891853333,45-54
11071,1103,43,Maxi polka dots,"Great strapless maxi. purchased for a late august wedding being held at a yacht club, will fit the nautical theme perfectly.  i'm typically a size 8 and ordered the medium size -- fit is a little snug on top for my 34dd chest but waist and hips are spot on.  length is long, totally skims the floor for my 5'6"" height.  i plan on wearing it with red patent leather wedges so it'll help keep the hem off the floor and make me look longer.  quality is outstanding, strong zipper, quality fabric, excell",4,1,0,General Petite,Dresses,Dresses,"Maxi polka dots. Great strapless maxi. purchased for a late august wedding being held at a yacht club, will fit the nautical theme perfectly.  i'm typically a size 8 and ordered the medium size -- fit is a little snug on top for my 34dd chest but waist and hips are spot on.  length is long, totally skims the floor for my 5'6"" height.  i plan on wearing it with red patent leather wedges so it'll help keep the hem off the floor and make me look longer.  quality is outstanding, strong zipper, quality fabric, excell",0.9418536424636841,35-44
1167,1060,41,,"This would be perfect if only it were lined!!!! i have a high waist and hourglass shape so jumpers are very hard to find that fit my body type. this is a perfect fit for my body shape and when on, it looks like a lovely dress. however, it is not lined and the material is very light and ivory so you see everything. you can't wear a slip so that leaves the option of some sort of bodysuit if you don't want to show the world what you have. i am very tired of all of the light colored clothing not bei",3,0,71,General Petite,Bottoms,Pants,". This would be perfect if only it were lined!!!! i have a high waist and hourglass shape so jumpers are very hard to find that fit my body type. this is a perfect fit for my body shape and when on, it looks like a lovely dress. however, it is not lined and the material is very light and ivory so you see everything. you can't wear a slip so that leaves the option of some sort of bodysuit if you don't want to show the world what you have. i am very tired of all of the light colored clothing not bei",-0.6383072137832642,35-44
12746,1051,53,"Fits nice, cute","I'm 5'8, 130 and ordered a small. it fits very nice and it's flattering. my daughter doesn't like it as she thinks it looks like a t-shirt tucked into pants. i get that but it fits nicely and i like the pattern and tapered legs.",4,1,1,General Petite,Bottoms,Pants,"Fits nice, cute. I'm 5'8, 130 and ordered a small. it fits very nice and it's flattering. my daughter doesn't like it as she thinks it looks like a t-shirt tucked into pants. i get that but it fits nicely and i like the pattern and tapered legs.",0.9984192848205566,45-54
20660,873,21,Terrific turtleneck tanktop,This shirt is super comfortable and super chic. it looks great and feels great.,4,1,0,General,Tops,Knits,Terrific turtleneck tanktop. This shirt is super comfortable and super chic. it looks great and feels great.,0.9998551607131958,<25
6224,862,44,Stylish & comfortable,"I love this top it is cute with shorts, capris and jeans. it's really comfortable but looks put together and stylish.  great for running errands to drinks with the girls. a good transition piece into fall with a light cardigan.",5,1,0,General,Tops,Knits,"Stylish & comfortable. I love this top it is cute with shorts, capris and jeans. it's really comfortable but looks put together and stylish.  great for running errands to drinks with the girls. a good transition piece into fall with a light cardigan.",0.9997072815895081,35-44
6719,865,56,My go-to top!,This is my very shirt i have ever bought at retailer! it's very comfortable and fashionable.,5,1,0,General,Tops,Knits,My go-to top!. This is my very shirt i have ever bought at retailer! it's very comfortable and fashionable.,0.999830961227417,55+
22603,1081,44,,I couldn't get this to work for me. tried a variety of sizes and just couldn't get it to flow right. didn't purchase.,3,0,1,General,Dresses,Dresses,. I couldn't get this to work for me. tried a variety of sizes and just couldn't get it to flow right. didn't purchase.,-0.9997703433036804,35-44
19262,542,38,Great for junk in the trunk,"I am 5'7 and 125lbs w a muscular bubble butt from climbing and biking. usually have trouble w shorts fitting right because my legs and waist don't match my butt. these shorts run large , i got a medium which should have been okay but they stretched out quite a bit after one wear so am returning for a small. it's crazy for my butt to be in a ""small""anything. so- if you are a skinny minny, or have a flat butt, these may not work for you in that you don't have anything to hold these up besides the",5,1,1,General,Bottoms,Shorts,"Great for junk in the trunk. I am 5'7 and 125lbs w a muscular bubble butt from climbing and biking. usually have trouble w shorts fitting right because my legs and waist don't match my butt. these shorts run large , i got a medium which should have been okay but they stretched out quite a bit after one wear so am returning for a small. it's crazy for my butt to be in a ""small""anything. so- if you are a skinny minny, or have a flat butt, these may not work for you in that you don't have anything to hold these up besides the",-0.9991720914840698,35-44
6583,933,31,Love this beautiful stylish sweater wrap,"I am a frequent retailer shopper who has found many items to be hit or miss. this one's a definite hit:) i absolutely love the vibe of this sweater wrap (unique, bohemian, feminine, cozy), the fabric (beautiful intricate weave, high quality knit, wearable virtually year-round thanks to air conditioning), how stylish it is (fringe, very ""in"" kimono cocoon cardigan), how much of my wardrobe it goes with (neutral ivory color that can be dressed up or down, elegant or casual), and the fact that it has",5,1,1,General,Tops,Sweaters,"Love this beautiful stylish sweater wrap. I am a frequent retailer shopper who has found many items to be hit or miss. this one's a definite hit:) i absolutely love the vibe of this sweater wrap (unique, bohemian, feminine, cozy), the fabric (beautiful intricate weave, high quality knit, wearable virtually year-round thanks to air conditioning), how stylish it is (fringe, very ""in"" kimono cocoon cardigan), how much of my wardrobe it goes with (neutral ivory color that can be dressed up or down, elegant or casual), and the fact that it has",0.9998527765274048,25-34
3835,830,34,A flattering peplum top,"I had been eyeballing this for a very long time because i loved the look of the skirt and this top (of which i snagged the skirt when it went on sale). i was delighted to finally take a chance and buy this when it went on sale, too. thoughts below:
______
pros:
- it is well made and on the thicker side. 
- for a peplum, it is actually slimming. i am an hourglass and with hips, which usually means such tops flare out so much making me look wider in all the wrong places. so i was skeptical abo",4,1,0,General,Tops,Blouses,"A flattering peplum top. I had been eyeballing this for a very long time because i loved the look of the skirt and this top (of which i snagged the skirt when it went on sale). i was delighted to finally take a chance and buy this when it went on sale, too. thoughts below:
______
pros:
- it is well made and on the thicker side. 
- for a peplum, it is actually slimming. i am an hourglass and with hips, which usually means such tops flare out so much making me look wider in all the wrong places. so i was skeptical abo",0.9716757535934448,25-34
18288,835,35,"Cute, but wide","I'm. 5'2 and based on other reviewer's input, i went with a regular rather than petite and the length works well. the top is cute, but it billows out around the waist which isn't apparent on the model. other reviews mentioned that so i bought it anyway with that information and it's fine if you expect that. i'm a 34dd and find it to be a bit tight in the bust.",4,1,0,General,Tops,Blouses,"Cute, but wide. I'm. 5'2 and based on other reviewer's input, i went with a regular rather than petite and the length works well. the top is cute, but it billows out around the waist which isn't apparent on the model. other reviews mentioned that so i bought it anyway with that information and it's fine if you expect that. i'm a 34dd and find it to be a bit tight in the bust.",0.996453046798706,25-34
10144,872,33,Linen tee,Fits really nicely and i'm picky about sleeves but these are just right. a little see through but i don't have to wear anything under it because the seams and piecing cover well. love the fit not too blousy in the waist and the assymetrical hem is nice.,5,1,2,General Petite,Tops,Knits,Linen tee. Fits really nicely and i'm picky about sleeves but these are just right. a little see through but i don't have to wear anything under it because the seams and piecing cover well. love the fit not too blousy in the waist and the assymetrical hem is nice.,0.9989722967147827,25-34
3379,860,46,Lovely top!,"I love this top! the arms fit slender but the rest of the top is a nice loose fit. i love the navy blue one with the print, i normally don&#39;t like long tunics but it&#39;s so flattering even for my short frame! i&#39;m usually a medium on top and bought the medium which was perfect.",5,1,0,General,Tops,Knits,"Lovely top!. I love this top! the arms fit slender but the rest of the top is a nice loose fit. i love the navy blue one with the print, i normally don&#39;t like long tunics but it&#39;s so flattering even for my short frame! i&#39;m usually a medium on top and bought the medium which was perfect.",0.9992156028747559,45-54
1137,860,51,Easy fit,Love this tank. it has an easy fit that hides my post baby belly with out looking to wide.,5,1,0,General Petite,Tops,Knits,Easy fit. Love this tank. it has an easy fit that hides my post baby belly with out looking to wide.,0.9994612336158752,45-54
3159,909,32,Love,One of the most beautiful sweaters i've ever seen. i love it!,5,1,0,General,Tops,Fine gauge,Love. One of the most beautiful sweaters i've ever seen. i love it!,0.9998840093612671,25-34
13088,1037,42,**love**,So glad i was able to snag these killer 70's-ish flares. they are super cool at a nice length. love the button detail. i ordered these in my current size and they fit right out of the box. love them so much.,5,1,0,General Petite,Bottoms,Jeans,**love**. So glad i was able to snag these killer 70's-ish flares. they are super cool at a nice length. love the button detail. i ordered these in my current size and they fit right out of the box. love them so much.,0.9998692274093628,35-44
16350,1081,48,Please get this dress back in red!,I love this dress and was hoping to get it in more colors. i was bummed when my size xs regular was out of stock. i would've even ordered it in a s regular but that was out of stock too. please get more in...love the deep red color!,5,1,0,General Petite,Dresses,Dresses,Please get this dress back in red!. I love this dress and was hoping to get it in more colors. i was bummed when my size xs regular was out of stock. i would've even ordered it in a s regular but that was out of stock too. please get more in...love the deep red color!,-0.7326797246932983,45-54
2215,876,55,,"I agree with other reviews, soft, cozy and love the embroidery and beading. it is a bit wrinkly even after i ironed it but overall happy with this blouse.",4,1,0,General Petite,Tops,Knits,". I agree with other reviews, soft, cozy and love the embroidery and beading. it is a bit wrinkly even after i ironed it but overall happy with this blouse.",0.9997920393943787,45-54
16703,8,57,Retro style,I bought a size 8 a few years back not my regular size but when used it tend to sag. so this time i bought a size 6 my regular size.,5,1,0,Initmates,Intimate,Swim,Retro style. I bought a size 8 a few years back not my regular size but when used it tend to sag. so this time i bought a size 6 my regular size.,-0.998374342918396,55+
4687,836,54,,"I am on the fence on this one........it's quite beautiful as color goes, the pic online seems rather faded. i just felt it was a bit wider on the bottom than might be flattering otherwise. beautifully made and the fabric is of great quality. 
i just i wish some of these tops were in better proportion from top to bottom, and less bulky.
other than that i still may purchase as the print is beautiful..........",4,1,0,General Petite,Tops,Blouses,". I am on the fence on this one........it's quite beautiful as color goes, the pic online seems rather faded. i just felt it was a bit wider on the bottom than might be flattering otherwise. beautifully made and the fabric is of great quality. 
i just i wish some of these tops were in better proportion from top to bottom, and less bulky.
other than that i still may purchase as the print is beautiful..........",0.995907187461853,45-54
13967,128,40,Amazing!,"Amazing! they are like those cozy, wool socks. they are true to size. they don't stretch out (at least yet), even after i stretched, etc . i am going to get another pair since i envision wearing these often in the cold house.",5,1,0,General Petite,Intimate,Lounge,"Amazing!. Amazing! they are like those cozy, wool socks. they are true to size. they don't stretch out (at least yet), even after i stretched, etc . i am going to get another pair since i envision wearing these often in the cold house.",0.999783456325531,35-44
20458,1094,24,Cuter than i expected,I didn't really pay this dress much attention online or even in store. an associate suggested i try it on. it's so much cuter on than it appears online. the button detail is great and i love the pockets. it does bunch up a little but not too bad. i tried on my normal size 2 or 4 and the 4 fit me perfectly. it was a tad long and maybe the petite will be better. i have fairly sensitive skin and the wool pieces were a bit itchy so i had to take it back. but if you aren't sensitive then this is for,4,1,0,General Petite,Dresses,Dresses,Cuter than i expected. I didn't really pay this dress much attention online or even in store. an associate suggested i try it on. it's so much cuter on than it appears online. the button detail is great and i love the pockets. it does bunch up a little but not too bad. i tried on my normal size 2 or 4 and the 4 fit me perfectly. it was a tad long and maybe the petite will be better. i have fairly sensitive skin and the wool pieces were a bit itchy so i had to take it back. but if you aren't sensitive then this is for,0.9859510064125061,<25
15848,1025,57,,Lovely small whale cords. they fit too tight around the waist for me. unfortunately i will have to return.,5,1,0,General Petite,Bottoms,Jeans,. Lovely small whale cords. they fit too tight around the waist for me. unfortunately i will have to return.,-0.9924977421760559,55+
22562,1037,37,,Great leggings! they're well made and comfortable to wear. my only complaint is that they seem to be stretching just a little and don't fit perfectly.,4,1,0,General Petite,Bottoms,Jeans,. Great leggings! they're well made and comfortable to wear. my only complaint is that they seem to be stretching just a little and don't fit perfectly.,-0.5593392252922058,35-44
21457,861,52,Love this t-shirt,Such a great purchase! it can be dressed up or down and seems to go with everything! great for summer!,5,1,0,General Petite,Tops,Knits,Love this t-shirt. Such a great purchase! it can be dressed up or down and seems to go with everything! great for summer!,0.9998486042022705,45-54
14689,1004,79,Great fall/winter skirt,"Living in alaska means fall starts early and winter runs long. this great little skirt is perfect for casual fridays and weekends. i am 4'11 and ordered the petite 4, which is a little big around the waist, but could tuck a sweater or shirt in. absolutely love this skirt and thinking about purchasing in another color.",5,1,0,General Petite,Bottoms,Skirts,"Great fall/winter skirt. Living in alaska means fall starts early and winter runs long. this great little skirt is perfect for casual fridays and weekends. i am 4'11 and ordered the petite 4, which is a little big around the waist, but could tuck a sweater or shirt in. absolutely love this skirt and thinking about purchasing in another color.",0.9996472597122192,55+
12306,569,53,Pretty bad in real life,"When i unwrapped this a chemical ""stink"" hit me that amost knocked me over. it was really unbearable and i m not overly sensitive to smells. second it was way too large with a boxy unflattering cut. the waist sits very high at elbow height and every below the waist the material balloons out in a rediculous manner. i wonder if they had it pinned down somehow on the picture here. with a more flattering cut i might have decided to wash it a few times to get the stink out. i do not recommend this fo",1,0,9,General,Trend,Trend,"Pretty bad in real life. When i unwrapped this a chemical ""stink"" hit me that amost knocked me over. it was really unbearable and i m not overly sensitive to smells. second it was way too large with a boxy unflattering cut. the waist sits very high at elbow height and every below the waist the material balloons out in a rediculous manner. i wonder if they had it pinned down somehow on the picture here. with a more flattering cut i might have decided to wash it a few times to get the stink out. i do not recommend this fo",-0.988946259021759,45-54
22295,451,59,Fun dress,I love this dress! it is so much fun to wear to the beach or out to lunch! the arm holes are a little large so i wear s tank underneath!,5,1,0,General Petite,Intimate,Lounge,Fun dress. I love this dress! it is so much fun to wear to the beach or out to lunch! the arm holes are a little large so i wear s tank underneath!,0.999596893787384,55+
6300,866,49,Pretty but...,Very pretty top. however you absolutely need to try it on before ordering. fit well in the chest area but way too big in the sides - i looked pregnant. had to return.,3,1,0,General,Tops,Knits,Pretty but.... Very pretty top. however you absolutely need to try it on before ordering. fit well in the chest area but way too big in the sides - i looked pregnant. had to return.,-0.9964221715927124,45-54
7858,1059,57,,"I bought these and returned them almost immediately. the material looks nice, but itchy and heavy. the fit is too small and just uncomfortable to wear.",1,0,2,General,Bottoms,Pants,". I bought these and returned them almost immediately. the material looks nice, but itchy and heavy. the fit is too small and just uncomfortable to wear.",-0.998736560344696,55+
